video_file,person,start_seconds,end_seconds,molly_eng_level,nana_eng_level,avg_eng_level,round_avg_eng_level
F3_Interaction_1,P7 (boy),610.0,615.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),615.0,620.0,4.0,4.0,4.0,4.0
F3_Interaction_1,P7 (boy),620.0,625.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),625.0,630.0,4.0,4.0,4.0,4.0
F3_Interaction_1,P7 (boy),630.0,635.0,4.0,4.0,4.0,4.0
F3_Interaction_1,P7 (boy),635.0,640.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),640.0,645.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),645.0,650.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),650.0,655.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),655.0,660.0,2.0,3.0,2.5,2.0
F3_Interaction_1,P7 (boy),660.0,665.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),665.0,670.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),670.0,675.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),675.0,680.0,4.0,3.0,3.5,4.0
F3_Interaction_1,P7 (boy),680.0,685.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),685.0,690.0,4.0,3.0,3.5,4.0
F3_Interaction_1,P7 (boy),690.0,695.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),695.0,700.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),700.0,705.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),705.0,710.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),710.0,715.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),715.0,720.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),720.0,725.0,3.0,1.0,2.0,2.0
F3_Interaction_1,P7 (boy),725.0,730.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),730.0,735.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),735.0,740.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),740.0,745.0,4.0,4.0,4.0,4.0
F3_Interaction_1,P7 (boy),745.0,750.0,4.0,4.0,4.0,4.0
F3_Interaction_1,P7 (boy),750.0,755.0,4.0,4.0,4.0,4.0
F3_Interaction_1,P7 (boy),755.0,760.0,4.0,4.0,4.0,4.0
F3_Interaction_1,P7 (boy),760.0,765.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),765.0,770.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),770.0,775.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),775.0,780.0,2.0,3.0,2.5,2.0
F3_Interaction_1,P7 (boy),780.0,785.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),785.0,790.0,3.0,4.0,3.5,4.0
F3_Interaction_1,P7 (boy),790.0,795.0,2.0,3.0,2.5,2.0
F3_Interaction_1,P7 (boy),795.0,800.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),800.0,805.0,3.0,4.0,3.5,4.0
F3_Interaction_1,P7 (boy),805.0,810.0,4.0,4.0,4.0,4.0
F3_Interaction_1,P7 (boy),810.0,815.0,3.0,4.0,3.5,4.0
F3_Interaction_1,P7 (boy),815.0,820.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),820.0,825.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),825.0,830.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),830.0,835.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),835.0,840.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),840.0,845.0,2.0,3.0,2.5,2.0
F3_Interaction_1,P7 (boy),845.0,850.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),850.0,855.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),855.0,860.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),860.0,865.0,1.0,2.0,1.5,2.0
F3_Interaction_1,P7 (boy),865.0,870.0,2.0,3.0,2.5,2.0
F3_Interaction_1,P7 (boy),870.0,875.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),875.0,880.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),880.0,885.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),885.0,890.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),890.0,895.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),895.0,900.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),900.0,905.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),905.0,910.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),910.0,915.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),915.0,920.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),920.0,925.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),925.0,930.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),930.0,935.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),935.0,940.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),940.0,945.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),945.0,950.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),950.0,955.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),955.0,960.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),960.0,965.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),965.0,970.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),970.0,975.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),975.0,980.0,4.0,3.0,3.5,4.0
F3_Interaction_1,P7 (boy),980.0,985.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),985.0,990.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),990.0,995.0,3.0,2.0,2.5,2.0
F3_Interaction_1,P7 (boy),995.0,1000.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),1000.0,1005.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),1005.0,1010.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),1010.0,1015.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),1015.0,1020.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),1020.0,1025.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),1025.0,1030.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),1030.0,1035.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),1035.0,1040.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),1040.0,1045.0,2.0,2.0,2.0,2.0
F3_Interaction_1,P7 (boy),1045.0,1050.0,2.0,1.0,1.5,2.0
F3_Interaction_1,P7 (boy),1050.0,1055.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),1055.0,1060.0,3.0,3.0,3.0,3.0
F3_Interaction_1,P7 (boy),1060.0,1065.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),0.0,5.0,4.0,2.0,3.0,3.0
F3_Interaction_2,P6 (girl),5.0,10.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),10.0,15.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),15.0,20.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),20.0,25.0,4.0,4.0,4.0,4.0
F3_Interaction_2,P6 (girl),25.0,30.0,4.0,4.0,4.0,4.0
F3_Interaction_2,P6 (girl),30.0,35.0,4.0,4.0,4.0,4.0
F3_Interaction_2,P6 (girl),35.0,40.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),40.0,45.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),45.0,50.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),50.0,55.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),55.0,60.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),60.0,65.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),65.0,70.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),70.0,75.0,4.0,2.0,3.0,3.0
F3_Interaction_2,P6 (girl),75.0,80.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),80.0,85.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),85.0,90.0,4.0,4.0,4.0,4.0
F3_Interaction_2,P6 (girl),90.0,95.0,4.0,4.0,4.0,4.0
F3_Interaction_2,P6 (girl),95.0,100.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),100.0,105.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),105.0,110.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),110.0,115.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),115.0,120.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),120.0,125.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),125.0,130.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),130.0,135.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),135.0,140.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),140.0,145.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),145.0,150.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),150.0,155.0,3.0,-2.0,0.5,0.0
F3_Interaction_2,P6 (girl),155.0,160.0,3.0,-2.0,0.5,0.0
F3_Interaction_2,P6 (girl),160.0,165.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),165.0,170.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),170.0,175.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),175.0,180.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),180.0,185.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),185.0,190.0,3.0,-1.0,1.0,1.0
F3_Interaction_2,P6 (girl),190.0,195.0,3.0,0.0,1.5,2.0
F3_Interaction_2,P6 (girl),195.0,200.0,3.0,0.0,1.5,2.0
F3_Interaction_2,P6 (girl),200.0,205.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),205.0,210.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),210.0,215.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),215.0,220.0,2.0,0.0,1.0,1.0
F3_Interaction_2,P6 (girl),220.0,225.0,2.0,0.0,1.0,1.0
F3_Interaction_2,P6 (girl),225.0,230.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),230.0,235.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),235.0,240.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),240.0,245.0,3.0,-2.0,0.5,0.0
F3_Interaction_2,P6 (girl),245.0,250.0,2.0,0.0,1.0,1.0
F3_Interaction_2,P6 (girl),250.0,255.0,2.0,0.0,1.0,1.0
F3_Interaction_2,P6 (girl),255.0,260.0,2.0,0.0,1.0,1.0
F3_Interaction_2,P6 (girl),260.0,265.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),265.0,270.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),270.0,275.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),275.0,280.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),280.0,285.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),285.0,290.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),290.0,295.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),295.0,300.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),300.0,305.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),305.0,310.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),310.0,315.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),315.0,320.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),320.0,325.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),325.0,330.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),330.0,335.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),335.0,340.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),340.0,345.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),345.0,350.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),350.0,355.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),355.0,360.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),360.0,365.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),365.0,370.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),370.0,375.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),375.0,380.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),380.0,385.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),385.0,390.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),390.0,395.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),395.0,400.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),400.0,405.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),405.0,410.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),410.0,415.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),415.0,420.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),420.0,425.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),425.0,430.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),430.0,435.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),435.0,440.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),440.0,445.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),445.0,450.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),450.0,455.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),455.0,460.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),460.0,465.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),465.0,470.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),470.0,475.0,4.0,2.0,3.0,3.0
F3_Interaction_2,P6 (girl),475.0,480.0,4.0,2.0,3.0,3.0
F3_Interaction_2,P6 (girl),480.0,485.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),485.0,490.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),490.0,495.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),495.0,500.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),500.0,505.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),505.0,510.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),510.0,515.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),515.0,520.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),520.0,525.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),525.0,530.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),530.0,535.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),535.0,540.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),540.0,545.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),545.0,550.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),550.0,555.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),555.0,560.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),560.0,565.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),565.0,570.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),570.0,575.0,3.0,1.0,2.0,2.0
F3_Interaction_2,P6 (girl),575.0,580.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),580.0,585.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),585.0,590.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),590.0,595.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),595.0,600.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),600.0,605.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),605.0,610.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),610.0,615.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),615.0,620.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),620.0,625.0,4.0,2.0,3.0,3.0
F3_Interaction_2,P6 (girl),625.0,630.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),630.0,635.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),635.0,640.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),640.0,645.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P6 (girl),645.0,650.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),650.0,655.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),655.0,660.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P6 (girl),660.0,665.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),665.0,670.0,2.0,0.0,1.0,1.0
F3_Interaction_2,P6 (girl),670.0,675.0,2.0,0.0,1.0,1.0
F3_Interaction_2,P6 (girl),675.0,680.0,1.0,0.0,0.5,0.0
F3_Interaction_2,P6 (girl),680.0,685.0,1.0,0.0,0.5,0.0
F3_Interaction_2,P6 (girl),685.0,690.0,1.0,0.0,0.5,0.0
F3_Interaction_2,P6 (girl),690.0,695.0,0.0,0.0,0.0,0.0
F3_Interaction_2,P6 (girl),695.0,700.0,0.0,0.0,0.0,0.0
F3_Interaction_2,P6 (girl),700.0,705.0,0.0,0.0,0.0,0.0
F3_Interaction_2,P6 (girl),705.0,710.0,0.0,0.0,0.0,0.0
F3_Interaction_2,P6 (girl),710.0,715.0,0.0,0.0,0.0,0.0
F3_Interaction_2,P6 (girl),715.0,720.0,0.0,0.0,0.0,0.0
F3_Interaction_2,P6 (girl),720.0,725.0,1.0,0.0,0.5,0.0
F3_Interaction_2,P6 (girl),725.0,730.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),730.0,735.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),735.0,740.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),740.0,745.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),745.0,750.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),750.0,755.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),755.0,760.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),760.0,765.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),765.0,770.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),770.0,775.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),775.0,780.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),780.0,785.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),785.0,790.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),790.0,795.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),795.0,800.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),800.0,805.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),805.0,810.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),810.0,815.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P6 (girl),815.0,820.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),820.0,825.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),825.0,830.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),830.0,835.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),835.0,840.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),840.0,845.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),845.0,850.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),850.0,855.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),855.0,860.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),860.0,865.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),865.0,870.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),870.0,875.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),875.0,880.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),880.0,885.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),885.0,890.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),890.0,895.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),895.0,900.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),900.0,905.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),905.0,910.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),910.0,915.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),915.0,920.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),920.0,925.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),925.0,930.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),930.0,935.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),935.0,940.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),940.0,945.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),945.0,950.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),950.0,955.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),955.0,960.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),960.0,965.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),965.0,970.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),970.0,975.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),975.0,980.0,4.0,2.0,3.0,3.0
F3_Interaction_2,P6 (girl),980.0,985.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),985.0,990.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),990.0,995.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),995.0,1000.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1000.0,1005.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1005.0,1010.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1010.0,1015.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1015.0,1020.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1020.0,1025.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1025.0,1030.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1030.0,1035.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1035.0,1040.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1040.0,1045.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1045.0,1050.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),1050.0,1055.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P6 (girl),1055.0,1060.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P6 (girl),1060.0,1065.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),0.0,5.0,4.0,2.0,3.0,3.0
F3_Interaction_2,P7 (boy),5.0,10.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),10.0,15.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),15.0,20.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),20.0,25.0,4.0,4.0,4.0,4.0
F3_Interaction_2,P7 (boy),25.0,30.0,3.0,4.0,3.5,4.0
F3_Interaction_2,P7 (boy),30.0,35.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),35.0,40.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),40.0,45.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P7 (boy),45.0,50.0,4.0,3.0,3.5,4.0
F3_Interaction_2,P7 (boy),50.0,55.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P7 (boy),55.0,60.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P7 (boy),60.0,65.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P7 (boy),65.0,70.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),70.0,75.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),75.0,80.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),80.0,85.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),85.0,90.0,4.0,4.0,4.0,4.0
F3_Interaction_2,P7 (boy),90.0,95.0,4.0,4.0,4.0,4.0
F3_Interaction_2,P7 (boy),95.0,100.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),100.0,105.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),105.0,110.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),110.0,115.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),115.0,120.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P7 (boy),120.0,125.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P7 (boy),125.0,130.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P7 (boy),130.0,135.0,3.0,3.0,3.0,3.0
F3_Interaction_2,P7 (boy),135.0,140.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),140.0,145.0,3.0,2.0,2.5,2.0
F3_Interaction_2,P7 (boy),145.0,150.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P7 (boy),150.0,155.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P7 (boy),155.0,160.0,2.0,2.0,2.0,2.0
F3_Interaction_2,P7 (boy),160.0,165.0,2.0,1.0,1.5,2.0
F3_Interaction_2,P7 (boy),165.0,170.0,2.0,1.0,1.5,2.0
